type_id,name_en,name_zh,category,subcategory,product_role,operating_principle,primary_media,primary_applications,pharma_relevance,pharma_applications,lifecycle_status,china_visibility,global_product_url,china_product_url,english_datasheet_url,chinese_datasheet_url,accessed_date,evidence_grade,notes
BBS-03,Hygienic threaded connection,采用 Steril Orbital 或 Aseptik 设计的焊接接头,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,Hygienic screw connections are gap-free connections that have been specially developed for sterile applications. The O-rings installed in them are chambered and pressed in a defined manner via a metallic stop. Aseptic connections in accordance to DIN 11864-1 are a common type of connection for critical applications that require very good cleanability in the pipework. The patented BBS sterile contour has been further improved in this respect. This connection is virtually gap-free.,,卫生过程,HIGH,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-03,https://www.burkert.com.cn/cn/type/BBS-03,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-03-standard-eu-en.pdf?id=DTS0000000000000001000175495ENP,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-04,Platinum-cured peroxide-free silicone hose,铂网硅胶软管,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,The platinum-cured silicone tube are available with or without reinforcing fabric. We deliver the silicone hoses pre-assembled with the corresponding reusable hose screw connections Type BBS-4S or sold per meter without hose screw connection.,,卫生过程,LOW,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-04,https://www.burkert.com.cn/cn/type/BBS-04,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings | Pneumatics and Process Interfaces > Accessories > Various Components."
BBS-05,Hygienic clamp connection with welded connection,采用 Quick Connect 或 Aseptik 设计的压合接头,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,Hygienic screw connections are gap-free connections that have been specially developed for sterile applications. The O-rings installed in them are chambered and pressed in a defined manner via a metallic stop. Aseptic connections according to DIN 11864-3 are a common type of connection for critical applications that require very good cleanability in the pipework. The patented BBS sterile contour has been further improved in this respect. This connection is virtually gap-free.,,卫生过程,HIGH,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-05,https://www.burkert.com.cn/cn/type/BBS-05,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-05-standard-eu-en.pdf?id=DTS0000000000000001000148954ENT,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-06,Hygienic flange connection with welded connection,采用 Steril Orbital 或 Aseptik 设计的法兰接头,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,Hygienic flange connections are gap-free connections that have been specially developed for sterile applications. The O-rings installed in them are chambered and pressed in a defined manner via a metallic stop. Aseptic connections in accordance to DIN 11864-2 are a common type of connection for critical applications that require very good cleanability in the pipework. The patented BBS sterile contour has been further improved in this respect. This connection is virtually gap-free.,,卫生过程,HIGH,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-06,https://www.burkert.com.cn/cn/type/BBS-06,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-06-standard-eu-en.pdf?id=DTS0000000000000001000148955ENQ,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-07,Block flange,滑块法兰适用于 Steril Orbital 或无菌法兰。夹持滑块法兰适用于夹持套管或无菌夹紧套管,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,"Type BBS-07 block flanges are designed for direct tank installation and are available in various designs, see chapter “product connections”. The block flanges are part of the BBS modular system.",,卫生过程,HIGH,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-07,https://www.burkert.com.cn/cn/type/BBS-07,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-07-standard-eu-en.pdf?id=DTS0000000000000001000179579ENL,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-10,Check valves with welded connections,无菌止回阀,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,"These sterile check valves with welded connection are suitable for liquids. The eccentric design and the specially designed internal geometry enable nearly complete draining in a horizontal installation position. In addition, due to the two-part design, the flow direction can be freely selected through a simple conversion.",液体,卫生过程,HIGH,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-10,https://www.burkert.com.cn/cn/type/BBS-10,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-10-standard-eu-en.pdf?id=DTS0000000000000001000150433ENL,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-11,Standard ingold socket,安全 Ingold 套管 - 无菌规格及无菌采样系统,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,"The BBS standard ingold sockets were designed that when the nut is unlocked, a possible pressure in the tank can release without completely loosening the ingold socket. The standardisation of the safety ingold sockets enables the uniform use of different measuring devices.",,卫生过程,LOW,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-11,https://www.burkert.com.cn/cn/type/BBS-11,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-11-adaptors-eu-en.pdf?id=DTS0000000000000001000174939ENL,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-25,"Clamp socket, clamps and seals according to DIN 32676",夹持套管、夹具和密封件 - DIN 32676,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,"The three-part BBS-25 clamp connections consisting of clamp sockets, clamps and seals are compatible with all standard connections on the market. Clamp connections can be combined in accordance with DIN 32676. For connections with higher demands, we recommend the BBS sterile contour connections BBS-03, BBS-05 oder BBS-06.",,卫生过程,HIGH,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-25,https://www.burkert.com.cn/cn/type/BBS-25,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-25-standard-eu-en.pdf?id=DTS0000000000000001000175512ENN,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-3F,Inline sight glass full view and partial view variant,带有焊接式和夹紧式接头的管线视孔玻璃,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,"The inline sight glass enables quick visual control of ongoing processes. Partial sight glasses enable process monitoring in a 180° position. Full view sight glasses have a 360° viewing window, thus the liquid flow is visible from every position. Horizontal or vertical installation position is possible.",液体,卫生过程,LOW,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-3F,https://www.burkert.com.cn/cn/type/BBS-3F,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-3f-standard-eu-en.pdf?id=DTS0000000000000001000148923ENS,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BBS-4S,Hose fittings,可重复使用的软管螺纹套管接头适用于所有卫生流程应用,附加产品,BBS Hygienic Fittings,BBS Hygienic Fittings,These hose fittings are specially designed for use with BBS-04 silicone hoses. Depending on the required hose size the corresponding connection is to be selected. The hose fittings are part of the BBS modular system,,卫生过程,LOW,卫生管路连接,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BBS-4S,https://www.burkert.com.cn/cn/type/BBS-4S,https://www.burkert.com/en/Media/plm/DTS/DS/dsbbs-4s-standard-eu-en.pdf?id=DTS0000000000000001000148951ENN,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > BBS Hygienic Fittings."
BPX3,Backplane System Connect,背板系统连接,质量流量控制器与流量计,Gateway / I/O Modules,Gateway / I/O Modules,The BPX3 backplane provides the extension board for the EDIP System Connect platform. It allows the compact connection of ME44 IO modules to a ME43 Gateway,,Gateway / I/O Modules,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BPX3,https://www.burkert.com.cn/cn/type/BPX3,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Mass Flow Controllers > Gateway / I/O Modules."
BUPLUS,"Service, Maintenance and Commissioning","Service, Maintenance and Commissioning",过程与控制阀,Shut-off Valves (On/Off) > Robolux (Multiport valves),Robolux (Multiport valves),"BürkertPlus includes a wide range of services. From professional maintenance, efficient system modernisation, precise commissioning, customised training, reliable calibration, system screenings and more. We offer comprehensive solutions. With our extensive portfolio, we help to increase the longevity of your equipment, minimise downtime and maximise operational efficiency. Our team of experts is on hand to understand your individual requirements and develop customised solutions. Everything from a single source!",,Shut-off Valves (On/Off) > Robolux (Multiport valves),HIGH,制药设备调试/维护,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/BUPLUS,https://www.burkert.com.cn/cn/type/BUPLUS,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Shut-off Valves (On/Off) > Robolux (Multiport valves) | Process and Control Valves > Hygienic / Pharma / Hydrogen / Speciality Process Valves > Robolux / Multiport valve | Electromotive Valves > Angle Seat Valves > Control | Process and Control Valves > Control Valves > Globe Valves > Electromotive | Electromotive Valves > Globe Valves > Control | Sensors, Transmitters and Controllers > Flow > Thermal mass flow meter | Mass Flow Controllers > Mass Flow Meters (Gas) | Sensors, Transmitters and Controllers > Flow > Paddle Wheel > Insertion | Sensors, Transmitters and Controllers > Flow > Electromagnetic Flowmeter (EMF) > Insertion EMF | Sensors, Transmitters and Controllers > Flow > Electromagnetic Flowmeter (EMF) > Inline EMF | Sensors, Transmitters and Controllers > Flow > FLOWave (SAW) | Sensors, Transmitters and Controllers > Level > Tuning Fork | Sensors, Transmitters and Controllers > Level > Radar | Sensors, Transmitters and Controllers > Level > Ultrasonic | Sensors, Transmitters and Controllers > Level > Float | Sensors, Transmitters and Controllers > Level > Guided Radar | Sensors, Transmitters and Controllers > Liquid Analysis > pH / ORP | Sensors, Transmitters and Controllers > Liquid Analysis > Conductivity | Sensors, Transmitters and Controllers > Liquid Analysis > Chlorine | Proportional Valves > Controllers | Sensors, Transmitters and Controllers > Controllers / Transmitters | Sensors, Transmitters and Controllers > Liquid Analysis > Multichannel Systems | Mass Flow Controllers > Mass Flow Controllers (Gas) | Process and Control Valves > Process Valve Automation > Valve Islands | Pneumatics and Process Interfaces > Valve Islands | Process and Control Valves > Process Valve Automation > ON/OFF | Process and Control Valves > Control Valves > Positioners / Process Controllers > ELEMENT Positioner / Process Controllers | Process and Control Valves > Process Valve Automation > Control | Sensors, Transmitters and Controllers > Flow > Differential pressure | Mass Flow Controllers > Liquid Flow Meters | Mass Flow Controllers > Liquid Flow Controllers | Process and Control Valves > Control Valves > Positioners / Process Controllers > SideCONTROL | Process and Control Valves > Control Valves > Globe Valves > Pneumatic | Process and Control Valves > Control Valves > Diaphragm Valves | Process and Control Valves > Control Valves > Angle Seat Valves > Pneumatic | Process and Control Valves > Control Valves > Ball Valves > Pneumatic | Process and Control Valves > Control Valves > Angle Seat Valves > Electromotive | Process and Control Valves > Control Valves > Ball Valves > Electromotive | Electromotive Valves > Ball Valves > ON/OFF | Electromotive Valves > Ball Valves > Control | Process and Control Valves > Shut-off Valves (On/Off) > Ball Valves > Pneumatic | Sensors, Transmitters and Controllers > Flow > Transmitter | Electromotive Valves > Butterfly Valves | Process and Control Valves > Shut-off Valves (On/Off) > Butterfly Valves > Pneumatic."
CUT-01,"S-CUT – (4S / 4I design) Spiral wound modules for micro-, ultra- and nanofiltration",S-CUT 4S 或 4I 设计，用于微过滤、超过滤和纳米过滤的螺旋卷绕模块,附加产品,Various Components,Various Components,"In many pharmaceutical applications spiral wound modules are also used in addition to capillary modules. Especially in the case of less sophisticated process flows, carrying a small particle load with them, S-CUT spiral wound modules are used preferably. An overriding advantage of S-CUT modules, in addition, exists in the high temperature resistance as well as in the comparatively simple module exchange. Typical application areas for the usage of sanitary spiral wound modules (4S design) are the cleaning of products with diafiltration or the depyrogenization of pharmaceutical water, but also the separation of proteins (e.g. milk) . Typical areas of application for the use of industrial spiral wound modules (4I design) are industrial water treatment, (rinsing) water recycling, oil/water separation, wastewater treatment and the concentration of recyclable material solutions (e.g. cathodic electrophoretic paint (CEP)). S-CUT spiral wound modules are available in a variety of different designs.",水,水处理；制药,HIGH,生物工艺过滤/分离,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/CUT-01,https://www.burkert.com.cn/cn/type/CUT-01,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
CUT-02,C-CUT – Capillary modules for microfiltration and ultrafiltration,C-CUT，用于微过滤和超过滤的毛细管模块,附加产品,Various Components,Various Components,"With our C-CUT capillary modules with membranes made from PVDF, PES and PP, we provide a high quality product line to our customers, which has been especially developed for applications where a combination of filtration performance and high packing density is required. Due to the high stability of the membrane and the possibility to clean this membrane chemically as well as mechanically and to backwash it, C-CUT capillary modules are preferentially used for cleaning of process water and in wine and vinegar filtration. They are also successfully applied in diafiltration and in degreasing baths. We are glad to offer you customized modules, tailored to your specific separation task.",水,Various Components,LOW,生物工艺过滤/分离,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/CUT-02,https://www.burkert.com.cn/cn/type/CUT-02,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
CUT-03,T-CUT PP – Tubular modules for microfiltration (02-55 series),T-CUT PP，用于微过滤的管状或管式模块（02-55 系列）,附加产品,Various Components,Various Components,"Especially for the filtration of abrasive media and applications under extreme conditions, the product range of CUT Membrane Technology was supplemented by another high-quality and robust tubular module – the T-CUT PP (02-55 series). Polypropylene membranes can be used in the entire pH range from 0 –14. Thus, the abrasion resistant PP tubular modules have their application precisely in the fields of acid and caustic recycling. They have also been used successfully for a long time in many other processes, like pigment separation and suspension concentration. T-CUT PP tubular modules are made exclusively out of one material (polypropylene), allowing a very high service life due to extremely robust mechanical stability and long operating life. The symmetrically structured PP membrane is convincing everywhere where above average performance defines the standard. Upon request, we will be pleased to supply for custommade module sizes with polypropylene membranes.",,Various Components,LOW,生物工艺过滤/分离,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/CUT-03,https://www.burkert.com.cn/cn/type/CUT-03,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
CUT-04,T-CUT – Tubular modules for microfiltration and ultrafiltration,T-CUT，用于微过滤和超过滤的管状或管式模块,附加产品,Various Components,Various Components,"With its T-CUT series of micro- and ultrafiltration tubular modules, CUT Membrane Technology offers a comprehensive product family of robust modules made from PVDF and PES, with very different membrane materials and cut offs. The membranes are applied on very high-quality backing material and distinguish themselves in particular by extended durability and long service life. Due to the high stability of the membrane and the possibility to clean this membrane with chemicals, T-CUT tubular modules are used very successfully in extreme applications, for instance such as the treatment of pickling baths. Further, T-CUT tubular modules have proven themselves in the metal-processing industry, for oil/water separation and the separation of biomass from water, just to name a few applications. We are glad to offer you customized modules, tailored to your specific separation task.",水,Various Components,LOW,生物工艺过滤/分离,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/CUT-04,https://www.burkert.com.cn/cn/type/CUT-04,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
EB32,Blind covers,盲盖,附加产品,Various Components,Various Components,,,Various Components,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/EB32,https://www.burkert.com.cn/cn/type/EB32,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
KE00,Pt-1000 Temperature probe for analytical sensor type 8203,类型 KE00,传感器、变送器与控制器,Temperature,Temperature,,,Temperature,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/KE00,https://www.burkert.com.cn/cn/type/KE00,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Temperature."
KK01,Adapters for hygienic and non-hygienic process valves,用于卫生型流程阀的配件,过程与控制阀,Process Valve Automation > ON/OFF,ON/OFF,"Optimised for hygienic process technology in the drinks, food and pharmaceutical industries, control heads, position controllers and process controllers can be combined with all types of pneumatically actuated process valves. In terms of automation concepts and the selection of field devices, this enables fully integrated solutions. Whether they are hygienic single-seat, double-seat and butterfly armatures, or armatures for auxiliary media such as steam, water and cleaning chemicals. This standardisation minimises stock levels and simplifies operations by reducing the variety of equipment. Thanks to robust adapters specifically designed to fit all standard armatures, control heads, position controllers and process controllers can be integrated easily and reliably.",蒸汽；水,卫生过程；食品饮料；制药,HIGH,卫生过程阀自动化接口,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/KK01,https://www.burkert.com.cn/cn/type/KK01,https://www.burkert.com/en/Media/plm/DTS/DS/dskk01-adaptersets-eu-en.pdf?id=DTS0000000000000001000184481ENAG,https://www.burkert.com/en/Media/plm/DTS/DS/dskk01-adaptersets-cn-zh.pdf?id=DTS0000000000000001000398582ZHF,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Process Valve Automation > ON/OFF | Process and Control Valves > Process Valve Automation > Control."
KK02,Push-in connectors and cables,插拔连接器和电缆,附加产品,Various Components,Various Components,,,Various Components,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/KK02,https://www.burkert.com.cn/cn/type/KK02,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
KK03,"Adaptation, assembly, and replacement components for various products",类型 KK03,附加产品,Various Components,Various Components,,,Various Components,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/KK03,https://www.burkert.com.cn/cn/type/KK03,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
KM00,Connection plates,连接板,附加产品,Various Components,Various Components,,,Various Components,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/KM00,https://www.burkert.com.cn/cn/type/KM00,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
KOMP,Various Components,备件,附加产品,Various Components,Various Components,,,Various Components,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/KOMP,https://www.burkert.com.cn/cn/type/KOMP,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
KT01,Various Components,备件,附加产品,Various Components,Various Components,,,Various Components,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/KT01,https://www.burkert.com.cn/cn/type/KT01,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Additional Products > Various Components."
ME2X,System Control Unit,系统控制单元,传感器、变送器与控制器,Liquid Analysis > Multichannel Systems,Multichannel Systems,"The System Control Unit (SCU) of Type ME2X is the central control unit for Bürkert devices (valves, sensors, mass flow controller or displays), which are based on EDIP (“Efficient Device Integration Platform”). The basic version of Type ME2X consists of power-in and power-out modules of Type ME29 and a fieldbus coupler of Type ME23. This fieldbus coupler transmits the internal CANopen based communication of the Bürkert field devices to industrial standards for Industrial Ethernet and fieldbus. Additionally I/O modules from Type ME24 for analog and digital signals can be used to expand the system. Through these standard signals other field devices without a fieldbus interface can be integrated. (For e.g. analog sensors, valves etc.) With the help of the graphical programming sub-systems can be automated specifically to the customer’s needs. (For e.g. controlled mixing of gases, error monitoring through switching commands, timer switches etc.)",气体；液体,混合；分析测量,MEDIUM,制药用水质量监测,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/ME2X,https://www.burkert.com.cn/cn/type/ME2X,https://www.burkert.com/en/Media/plm/DTS/DS/dsme2x-standard-eu-en.pdf?id=DTS0000000000000001000222225ENM,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Liquid Analysis > Multichannel Systems | Industrial Communication > I/O Modules | Industrial Communication > Gateways | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
ME43,Fieldbus gateway,现场总线网关,质量流量控制器与流量计,Gateway / I/O Modules,Gateway / I/O Modules,"The fieldbus gateway Type ME43 is the central control unit for Bürkert products (valves, sensors, mass flow controllers or displays), which are based on EDIP (“Efficient Device Integration Platform”). The basic variant of Type ME43 consists of a fieldbus coupler which transmits the internal CANopen-based communication of the Bürkert field devices to industry standards for industrial EtherNet and fieldbus. With the help of graphical programming, which the module supports, sub-systems can be automated specifically to the customer’s needs (e.g. controlled mixing of gases, error monitoring through limit value switches, time switches).",气体；液体,定量/加注；混合,MEDIUM,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/ME43,https://www.burkert.com.cn/cn/type/ME43,https://www.burkert.com/en/Media/plm/DTS/DS/dsme43-standard-eu-en.pdf?id=DTS0000000000000001000328369ENU,https://www.burkert.com/en/Media/plm/DTS/DS/dsme43-standard-cn-zh.pdf?id=DTS0000000000000001000391649ZHF,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Mass Flow Controllers > Gateway / I/O Modules | Industrial Communication > Gateways | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
ME44,"I/O module, IP 20",I/O 模块，IP20,质量流量控制器与流量计,Gateway / I/O Modules,Gateway / I/O Modules,"Bürkert I/O modules Type ME44 for extending the fieldbus gateway Type ME43 are used both to capture sensor signals and to specify set-point values or switching operations. The analogue modules import analogue sensor signals (e.g. from pressure transmitters) or specify analogue set-point values (e.g. for a flow controller). The further processing of input signals, e.g. via a fieldbus to a higher field level, or the targeted output of set-point signals is configured via the fieldbus gateway Type ME43. The digital modules can be used for the feedback of switches or the output of switching signals. Once again, a configuration for Type ME43 specifies how these inputs and outputs are processed or controlled. The I/O modules Type ME44 are plugged onto a so-called backplane, which in turn is connected to the gateway Type ME43. Up to 9 Type ME44 modules can be connected via 3 backplanes to one gateway Type ME43. Type ME43 and Type ME44 modules are part of the Bürkert EDIP (Efficient Device Integration Platform) concept. They facilitate the integration of field level devices (e.g. valves or sensors) in the higher control level. All I/Os of the modules comply with IEC 61131-2.",液体,定量/加注,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/ME44,https://www.burkert.com.cn/cn/type/ME44,https://www.burkert.com/en/Media/plm/DTS/DS/dsme44-iomodules-eu-en.pdf?id=DTS0000000000000001000353026ENR,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Mass Flow Controllers > Gateway / I/O Modules | Industrial Communication > I/O Modules."
ME61,EDIP process display,EDIP 过程显示屏,质量流量控制器与流量计,Gateway / I/O Modules,Gateway / I/O Modules,The process view display Type ME61 extends the EDIP (Efficient Device Integration Platform) with an easily attachable display for process parameters. The device provides a Bürkert system bus interface (büS) using an M12 connector which allows easy integration with existing büS or CANopen environments. Using the EDIP configuration tool (Bürkert Communicator) the ME61 can be easily set up to display the desired information.,,Gateway / I/O Modules,MEDIUM,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/ME61,https://www.burkert.com.cn/cn/type/ME61,https://www.burkert.com/en/Media/plm/DTS/DS/dsme61-standard-eu-en.pdf?id=DTS0000000000000001000463135ENF,https://www.burkert.com/en/Media/plm/DTS/DS/dsme61-standard-cn-zh.pdf?id=DTS0000000000000001000566166ZHD,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Mass Flow Controllers > Gateway / I/O Modules | Industrial Communication > Display | Industrial Communication > EDIP > EDIP capable products."
ME63,"Industrial Ethernet gateway, IP65/IP67/IP69k",工业以太网网关，IP65/IP67/IP69k,质量流量控制器与流量计,Gateway / I/O Modules,Gateway / I/O Modules,"The Industrial Ethernet gateway Type ME63 is the central control unit for Bürkert products (valves, sensors, process control systems), which is based on EDIP (Efficient Device Integration Platform) and used in processes requiring a high degree of protection. Type ME63 consists of a gateway which transmits the internal CANopen-based communication of the Bürkert field devices to all common industry standards for Industrial Ethernet. With the help of eight M12 ports, CANopen-based Bürkert field devices can be connected directly to the gateway Type ME63. The power supply of the field devices can be provided either by an M12 L-Power (up to 32A) or an A-coded M12 connector (up to 4A). One of these additional participants can be either Type ME64 (I/O module) or a passive junction box (included as an accessory part with this data sheet). The passive junction box is intended to simply integrate further participants into the system of the gateway Type ME63. The power supply via the M12 L-Power input can supply further field devices located close to the process via the second M12 L-Power output. Also integrated is an Ethernet switch which allows the direct integration of further field devices located close to the process in the Ethernet communication.",液体,定量/加注,MEDIUM,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/ME63,https://www.burkert.com.cn/cn/type/ME63,https://www.burkert.com/en/Media/plm/DTS/DS/dsme63-standard-eu-en.pdf?id=DTS0000000000000001000438645ENJ,https://www.burkert.com/en/Media/plm/DTS/DS/dsme63-standard-cn-zh.pdf?id=DTS0000000000000001000578866ZHB,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Mass Flow Controllers > Gateway / I/O Modules | Industrial Communication > Gateways | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
