series_id,spec_key,value_text,source_url,accessed_date,notes
F40,Nominal sizes,DN 8 to 25,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f40,2026-06-09,Exact text from the official product-page technical details table.
F40,Operating pressure,0 to 7 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f40,2026-06-09,Exact text from the official product-page technical details table.
F40,Seat seal materials,PTFE,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f40,2026-06-09,Exact text from the official product-page technical details table.
F60,Actuating speed,Max. 200 mm/s,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Ambient temperature,-10 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Body configurations,Multi-port body Straight through body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Body materials,"1.4435, investment casting material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Conformities,3A EAC EHEDG FDA Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Connection standards,ASME DIN EN,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Connection types,Clamp Spigot,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Media temperature,-10 to 140 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Nominal sizes,DN 8 to 25,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Operating pressure,0 Up to 7 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Protection class,IP 69K,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Seal materials,PTFE,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
F60,Supply voltage,48 V DC,https://www.gemu-group.com/en/products/valve-technology/diaphragm-seat-valves/f60,2026-06-09,Exact text from the official product-page technical details table.
K410,Ambient temperature,-10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Connection standards,BS DIN,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Connection types,Union end,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Disc materials,PP-H,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Housing materials,"PVC-U, grey",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Liner materials,EPDM FKM Silicone,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Media temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Nominal sizes,DN 15 to 50,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K410,Operating pressure,0 to 6 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k410,2026-06-09,Exact text from the official product-page technical details table.
K415,Ambient temperature,-10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Conformities,ATEX EAC FDA,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Connection standards,ASME DIN EN ISO SMS,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Connection types,Clamp Spigot thread,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Disc materials,"1.4408, investment casting material",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Housing materials,"1.4408 (CF8M), investment casting material",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Liner materials,EPDM FKM Silicone,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Media temperature,-20 to 160 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Nominal sizes,DN 15 to 50,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
K415,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/k415,2026-06-09,Exact text from the official product-page technical details table.
LSC,Ambient temperature,-25 to 80 °C,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/lsc,2026-06-09,Exact text from the official product-page technical details table.
LSC,Conformities,ATEX EAC FMEDA IECEx,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/lsc,2026-06-09,Exact text from the official product-page technical details table.
LSC,Electrical connection types,"Plug, Harting Plug, Hirschmann M20 cable gland M12 plug NPT threaded connection",https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/lsc,2026-06-09,Exact text from the official product-page technical details table.
LSC,Protection class,"IP66, IP67",https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/lsc,2026-06-09,Exact text from the official product-page technical details table.
LSC,Radial measuring range,0 to 90°,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/lsc,2026-06-09,Exact text from the official product-page technical details table.
LSC,Supply voltages,5–250 V AC/DC,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/lsc,2026-06-09,Exact text from the official product-page technical details table.
LSC,Switch types,Reed contact Microswitch 2-wire proximity switch (NAMUR) 3-wire proximity switch,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/lsc,2026-06-09,Exact text from the official product-page technical details table.
N085,Ambient temperature,0 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,Body materials,"PP-B, grey PVC-U, grey PVDF",https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,Connection standards,DIN EN ISO,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,Media temperature,-20 Up to 100 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,Nominal sizes,DN 65 Up to 100,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,custom_technical_data_Betriebsdruck*,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N085,custom_technical_data_Nennweiten*,DN 65 to 100,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n085,2026-06-09,Exact text from the official product-page technical details table.
N086,Ambient temperature,0 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,Body materials,"PP-B, grey PVC-U, grey PVDF",https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,Connection standards,DIN EN ISO,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,Media temperature,-20 Up to 100 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,Nominal sizes,DN 65 Up to 100,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,custom_technical_data_Betriebsdruck*,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N086,custom_technical_data_Nennweiten*,DN 65 to 100,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n086,2026-06-09,Exact text from the official product-page technical details table.
N182,Ambient temperature,0 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,Body materials,"PP-B, grey PVC-U, grey PVDF",https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,Connection standards,DIN EN ISO,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,Media temperature,-20 Up to 100 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,Nominal sizes,DN 10 Up to 50,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,custom_technical_data_Betriebsdruck*,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N182,custom_technical_data_Nennweiten*,DN 10 to 50,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n182,2026-06-09,Exact text from the official product-page technical details table.
N185,Ambient temperature,0 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,Body materials,"PP-B, grey PVC-U, grey PVDF",https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,Connection standards,DIN EN ISO,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,Media temperature,-20 Up to 100 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,Nominal sizes,DN 10 Up to 50,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,custom_technical_data_Betriebsdruck*,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N185,custom_technical_data_Nennweiten*,DN 10 to 50,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n185,2026-06-09,Exact text from the official product-page technical details table.
N570,Ambient temperature,5 to 50 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
N570,Body materials,"PP-H, natural PVC-U",https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
N570,Connection standards,ANSI DIN EN ISO,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
N570,Connection types,Clamp Flange Solvent cement socket Spigot thread,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
N570,Media temperature,5 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
N570,Nominal sizes,DN 15 to 50,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
N570,Operating pressure,0 to 16 bar,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
N570,Seal materials,EPDM FKM,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,Exact text from the official product-page technical details table.
P40,Ambient temperature,-20 Up to 80 °C,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Body configurations,Tank bottom valve body,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Body materials,"1.4435 (316L), block material 1.4539 (904L), block material",https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Connection standards,ASME DIN EN ISO SMS,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Connection types,Clamp Pipe bend Spigot,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Media temperature,-20 to 160 °C,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Nominal sizes,DN 6 to 65,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Operating pressure,0 Up to 6 bar,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
P40,Seat seal materials,PTFE,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,Exact text from the official product-page technical details table.
Q30,Ambient temperature,"Actuator: 0 to 60 °C, Tube: Please observe the tube manufacturer's specifications",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,Exact text from the official product-page technical details table.
Q30,Body materials,1.4404 1.4404/PA6,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,Exact text from the official product-page technical details table.
Q30,Conformity,EAC Machinery Directive,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,Exact text from the official product-page technical details table.
Q30,Media temperature,Please observe the tube manufacturer's specifications,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,Exact text from the official product-page technical details table.
Q30,Operating pressure,"max. 6 bar, Please observe the tube manufacturer's specifications",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,Exact text from the official product-page technical details table.
Q30,Tube inside diameter,"3/16"" 5/16"" 1/8'' 1/4'' 3/8'' 1/2'' 3/4'' 1''",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,Exact text from the official product-page technical details table.
Q30,Tube outside diameter,"1 1/18"" - 1 3/16"" 1 13/32"" - 1 1/2"" 1 3/8"" 1"" 1/3"" 9/16"" 1/4'' 3/8'' 7/16'' 1/2'' 5/8'' 3/4'' 7/8'' 1 1/4''",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q30,2026-06-09,Exact text from the official product-page technical details table.
Q40,Ambient temperature,"Actuator: 0 to 60 °C, Tube: Please observe the tube manufacturer's specifications",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,Exact text from the official product-page technical details table.
Q40,Body materials,1.4404 1.4404/PA6,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,Exact text from the official product-page technical details table.
Q40,Conformity,EAC Machinery Directive,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,Exact text from the official product-page technical details table.
Q40,Media temperature,Please observe the tube manufacturer's specifications,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,Exact text from the official product-page technical details table.
Q40,Operating pressure,"max. 6 bar, Please observe the tube manufacturer's specifications",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,Exact text from the official product-page technical details table.
Q40,Tube inside diameter,"3/16"" 5/16"" 1/8'' 1/4'' 3/8'' 1/2'' 3/4'' 1''",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,Exact text from the official product-page technical details table.
Q40,Tube outside diameter,"1 1/18"" - 1 3/16"" 1 13/32"" - 1 1/2"" 1 3/8"" 1"" 1/3"" 9/16"" 1/4'' 3/8'' 7/16'' 1/2'' 5/8'' 3/4'' 7/8'' 1 1/4''",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q40,2026-06-09,Exact text from the official product-page technical details table.
Q51,Actuating speed,Max. 2 mm/s,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
Q51,Ambient temperature,"Actuator: 0 to 40 °C, Tube: Please observe the tube manufacturer's specifications",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
Q51,Body materials,1.4404 1.4404/PA6,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
Q51,Operating pressure,"max. 4,5 bar, Please observe the tube manufacturer's specifications",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
Q51,Protection class,IP 65,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
Q51,Supply voltage,24 V DC,https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
Q51,Tube inside diameter,"3/16"" 5/16"" 1/8'' 1/4''",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
Q51,Tube outside diameter,"1/3"" 1/4'' 3/8'' 7/16'' 1/2''",https://www.gemu-group.com/en/products/valve-technology/pinch-valves/q51,2026-06-09,Exact text from the official product-page technical details table.
R470,Ambient temperature,-10 to 70 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Body materials,"1.0619 (WCB), cast steel material with CDP coating 1.4408 (CF8M), investment casting material",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Conformities,ATEX EAC FDA FMEDA TA Luft (German Clean Air Act),https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Connection standards,ASME ISO,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Disc materials,1.4408,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Housing configurations,Wafer,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Liner materials,PTFE,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Media temperature,-10 to 230 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Nominal sizes,DN 50 to 600,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R470,Operating pressure,0 to 40 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r470,2026-06-09,Exact text from the official product-page technical details table.
R477,Ambient temperature,-10 to 70 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Body materials,"1.0619 (WCB), cast steel material with CDP coating 1.4408 (CF8M), investment casting material",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Conformities,ATEX EAC FDA TA Luft (German Clean Air Act),https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Connection standards,ASME ISO,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Disc materials,1.4408,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Housing configurations,Wafer,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Liner materials,PTFE,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Media temperature,-10 to 230 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Nominal sizes,DN 50 to 600,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R477,Operating pressure,0 to 40 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r477,2026-06-09,Exact text from the official product-page technical details table.
R478,90° operating time,13 Up to 35 s,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Ambient temperature,-10 to 70 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Body materials,"1.0619 (WCB), cast steel material with CDP coating 1.4408 (CF8M), investment casting material",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Conformities,ATEX EAC FDA TA Luft (German Clean Air Act),https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Connection standards,ASME ISO,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Disc materials,1.4408,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Housing configurations,Wafer,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Liner materials,PTFE TFM™,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Media temperature,-10 to 230 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Nominal sizes,DN 50 to 600,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Operating pressure,0 to 40 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Protection class,IP68,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R478,Supply voltage,"120 V AC, 50 Hz 120 V AC, 60 Hz 230 V AC, 50 Hz 230 V AC, 60 Hz 24 V DC 380 V AC, 50 Hz 400 V AC, 50 Hz 440 V AC, 60 Hz 460 V AC, 60 Hz 480 V AC, 60 Hz",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r478,2026-06-09,Exact text from the official product-page technical details table.
R488,90° operating time,4 Up to 100 s,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r488,2026-06-09,Exact text from the official product-page technical details table.
R488,Ambient temperature,-10 to 70 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r488,2026-06-09,Exact text from the official product-page technical details table.
R488,Body coating,Epoxy,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r488,2026-06-09,Exact text from the official product-page technical details table.
R488,Body materials,"EN-GJS-400-15, SG iron material EN-GJS-400-18-LT (GGG 40.3)",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r488,2026-06-09,Exact text from the official product-page technical details table.
R488,Conformities,ACS ASME GEMÜ B31.3 ATEX Belgaqua DNV GL DVGW Drinking water DVGW Gas FDA FMEDA NSF Oxygen Regulation (EC) No. 1935/2004 TA Luft (German Clean Air Act) WRAS,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r488,2026-06-09,Exact text from the official product-page technical details table.
R488,Connection standards,ANSI AS BS DIN EN ISO JIS,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/r488,2026-06-09,Exact text from the official product-page technical details table.
